Code,CountryCode,Latitude,Longitude,State
62662,US,39.55155,-89.846315,IL
62663,US,39.542104,-90.331335,IL
62664,US,40.20104,-89.728015,IL
62665,US,39.801866,-90.541018,IL
62666,US,40.077262,-89.55263,IL
62667,US,39.496446,-89.99463,IL
62668,US,39.570314,-90.232211,IL
62670,US,39.743839,-89.880871,IL
62671,US,40.162391,-89.556976,IL
62672,US,39.35164,-89.735054,IL
62673,US,40.0967,-89.972043,IL
62674,US,39.414891,-90.001514,IL
62675,US,40.0436,-89.858222,IL
62677,US,39.850027,-89.878489,IL
62681,US,40.145126,-90.564877,IL
62682,US,40.282178,-89.65567,IL
62683,US,39.499815,-90.115568,IL
62684,US,39.911606,-89.592318,IL
62685,US,39.141452,-90.005302,IL
62688,US,39.943127,-89.899225,IL
62689,US,39.537614,-89.763247,IL
62690,US,39.512678,-89.784188,IL
62691,US,39.955236,-90.206637,IL
62692,US,39.586679,-89.944587,IL
62693,US,39.949899,-89.510606,IL
62694,US,39.617064,-90.463215,IL
62695,US,39.628816,-90.219733,IL
62701,US,39.800236,-89.648611,IL
62702,US,39.82298,-89.64418,IL
62703,US,39.759662,-89.631645,IL
62704,US,39.775182,-89.686733,IL
62705,US,39.794508,-89.624467,IL
62706,US,39.799294,-89.653426,IL
62707,US,39.855027,-89.64866,IL
62708,US,39.794508,-89.624467,IL
62711,US,39.758108,-89.721808,IL
62712,US,39.73713,-89.590812,IL
62715,US,39.802303,-89.646974,IL
62716,US,39.749501,-89.613085,IL
62719,US,39.802855,-89.654801,IL
62721,US,39.794743,-89.648167,IL
62722,US,39.797075,-89.653461,IL
62723,US,39.768935,-89.607561,IL
62726,US,39.802855,-89.654801,IL
62736,US,39.802855,-89.654801,IL
62739,US,39.800415,-89.647709,IL
62746,US,39.802855,-89.654801,IL
62756,US,39.797075,-89.653461,IL
62757,US,39.799184,-89.646451,IL
62761,US,39.802952,-89.660641,IL
62762,US,39.786889,-89.654974,IL
62763,US,39.786931,-89.65348,IL
62764,US,39.774659,-89.607593,IL
62765,US,39.801543,-89.643581,IL
62766,US,39.772541,-89.605865,IL
62767,US,39.80176,-89.657544,IL
62769,US,39.807174,-89.644723,IL
62776,US,39.799294,-89.653426,IL
62777,US,39.801757,-89.654746,IL
62781,US,39.808451,-89.654667,IL
62786,US,39.80176,-89.657544,IL
62791,US,39.79954,-89.683985,IL
62794,US,39.794508,-89.624467,IL
62796,US,39.794505,-89.624955,IL
62801,US,38.521418,-89.151278,IL
62803,US,38.45062,-89.301242,IL
62805,US,37.987574,-88.74767,IL
62806,US,38.352703,-88.085728,IL
62807,US,38.746579,-88.933647,IL
62808,US,38.310155,-89.195237,IL
62809,US,38.276102,-88.392022,IL
62810,US,38.193969,-88.748382,IL
62811,US,38.386246,-87.911835,IL
62812,US,38.014468,-88.922591,IL
62814,US,38.390361,-88.746971,IL
62815,US,38.44882,-87.999787,IL
62816,US,38.17973,-88.919221,IL
62817,US,37.961825,-88.45758,IL
62818,US,38.378007,-87.987217,IL
62819,US,37.975225,-89.005989,IL
62820,US,38.231231,-88.227692,IL
62821,US,38.064608,-88.139304,IL
62822,US,37.977839,-89.053775,IL
62823,US,38.514037,-88.363762,IL
62824,US,38.657937,-88.345544,IL
62825,US,37.994552,-89.069509,IL
62827,US,38.166564,-88.048457,IL
62828,US,38.207689,-88.568584,IL
62829,US,37.994612,-88.54003,IL
62830,US,38.440676,-88.942463,IL
62831,US,38.239465,-89.217779,IL
62832,US,38.015377,-89.246137,IL
62833,US,38.359964,-88.133164,IL
62834,US,37.973565,-88.12014,IL
62835,US,38.106768,-88.318793,IL
62836,US,38.093108,-88.793441,IL
62837,US,38.367787,-88.350425,IL
62838,US,38.857874,-88.742037,IL
62839,US,38.670733,-88.502739,IL
62840,US,37.898068,-88.906754,IL
62841,US,37.802281,-89.027599,IL
62842,US,38.439883,-88.424937,IL
62843,US,38.361699,-88.204218,IL
62844,US,38.266164,-88.03888,IL
62846,US,38.146975,-88.876302,IL
62848,US,38.438424,-89.163946,IL
62849,US,38.588743,-88.774305,IL
62850,US,38.531949,-88.596261,IL
62851,US,38.375315,-88.650659,IL
62852,US,38.349996,-87.870859,IL
62853,US,38.517394,-88.915502,IL
62854,US,38.767276,-88.81463,IL
62855,US,38.520721,-87.904972,IL
62856,US,37.958187,-88.840267,IL
62857,US,38.904571,-88.853022,IL
62858,US,38.826838,-88.502392,IL
62859,US,38.101401,-88.495083,IL
62860,US,38.02085,-88.670846,IL
62861,US,38.089383,-88.159388,IL
62862,US,38.215755,-88.312369,IL
62863,US,38.420835,-87.860988,IL
62864,US,38.323993,-88.900142,IL
62865,US,37.97159,-89.088573,IL
62866,US,38.14157,-89.01285,IL
62867,US,37.861353,-88.100961,IL
62868,US,38.692503,-88.225725,IL
62869,US,37.963239,-88.285963,IL
62870,US,38.63481,-89.053448,IL
62871,US,37.876656,-88.264735,IL
62872,US,38.28099,-88.78124,IL
62874,US,37.915703,-88.976177,IL
62875,US,38.749803,-89.072016,IL
62876,US,38.281878,-89.195347,IL
62877,US,38.390385,-89.208696,IL
62878,US,38.581938,-88.477953,IL
62879,US,38.763294,-88.356127,IL
62880,US,38.868633,-88.864613,IL
62881,US,38.639434,-88.932707,IL
62882,US,38.634742,-89.120617,IL
62883,US,38.157062,-89.098091,IL
62884,US,38.081106,-89.050952,IL
62885,US,38.84622,-89.089793,IL
62886,US,38.41065,-88.528503,IL
62887,US,38.170332,-88.418898,IL
62888,US,38.138892,-89.22667,IL
62889,US,38.458003,-88.837361,IL
62890,US,37.890518,-88.751475,IL
62891,US,37.972867,-89.054538,IL
62892,US,38.805698,-89.069011,IL
62893,US,38.467422,-89.04287,IL
62894,US,38.231047,-89.050171,IL
62895,US,38.30631,-88.549128,IL
62896,US,37.895057,-88.91422,IL
62897,US,38.097392,-88.900044,IL
62898,US,38.368733,-89.076143,IL
62899,US,38.694869,-88.64069,IL
62901,US,37.737987,-89.210075,IL
62902,US,37.66801,-89.115481,IL
62903,US,37.666069,-89.278743,IL
62905,US,37.563795,-89.343691,IL
62906,US,37.456438,-89.18139,IL
62907,US,37.867469,-89.491001,IL
62908,US,37.313502,-88.874025,IL
62909,US,37.36953,-89.014112,IL
62910,US,37.136593,-88.558088,IL
62912,US,37.474657,-89.030195,IL
62914,US,37.058765,-89.315866,IL
62915,US,37.784248,-89.119268,IL
62916,US,37.927195,-89.577237,IL
62917,US,37.683372,-88.647332,IL
62918,US,37.782742,-89.087322,IL
62919,US,37.53837,-88.223402,IL
62920,US,37.549931,-89.229443,IL
62921,US,37.802281,-89.027599,IL
62922,US,37.627673,-88.815888,IL
62923,US,37.334429,-89.030732,IL
62924,US,37.822236,-89.203138,IL
62926,US,37.365343,-89.129856,IL
62927,US,37.939771,-89.235239,IL
62928,US,37.535936,-88.595651,IL
62930,US,37.836485,-88.441272,IL
62931,US,37.484928,-88.270307,IL
62932,US,37.90461,-89.21238,IL
62933,US,37.771628,-89.025478,IL
62934,US,37.70089,-88.349713,IL
62935,US,37.838672,-88.637873,IL
62938,US,37.321588,-88.576417,IL
62939,US,37.54847,-88.980492,IL
62940,US,37.731973,-89.466506,IL
62941,US,37.243169,-88.979351,IL
62942,US,37.64423,-89.468473,IL
62943,US,37.364608,-88.761498,IL
62946,US,37.716252,-88.535247,IL
62947,US,37.520439,-88.457627,IL
62948,US,37.817257,-89.023878,IL
62949,US,37.829687,-89.142607,IL
62950,US,37.756346,-89.560498,IL
62951,US,37.823329,-88.922079,IL
62952,US,37.418612,-89.338859,IL
62953,US,37.311306,-88.793774,IL
62954,US,37.693468,-88.247068,IL
62955,US,37.473299,-88.368631,IL
62956,US,37.281619,-88.93281,IL
62957,US,37.300245,-89.424106,IL
62958,US,37.598494,-89.194481,IL
62959,US,37.71223,-88.910705,IL
62960,US,37.226189,-88.713927,IL
62961,US,37.339527,-89.254217,IL
62962,US,37.098579,-89.348492,IL
62963,US,37.092367,-89.172099,IL
62964,US,37.128932,-89.219621,IL
62965,US,37.737096,-88.542179,IL
62966,US,37.775133,-89.345906,IL
62967,US,37.580536,-88.758946,IL
62969,US,37.168443,-89.352622,IL
62970,US,37.215861,-89.098215,IL
62971,US,37.864883,-89.384371,IL
62972,US,37.547717,-88.877707,IL
62973,US,37.310168,-89.082326,IL
62974,US,37.782549,-88.79677,IL
62975,US,37.637007,-89.380564,IL
62976,US,37.219624,-89.208939,IL
62977,US,37.846029,-88.544167,IL
62979,US,37.810165,-88.248936,IL
62982,US,37.425959,-88.362634,IL
62983,US,37.895792,-89.101665,IL
62984,US,37.702198,-88.155593,IL
62985,US,37.469075,-88.751946,IL
62987,US,37.643362,-88.688325,IL
62988,US,37.253582,-89.293716,IL
62990,US,37.189914,-89.390821,IL
62992,US,37.273955,-89.14724,IL
62993,US,37.149203,-89.273257,IL
62994,US,37.907992,-89.330886,IL
62995,US,37.419677,-88.893594,IL
62996,US,37.163541,-89.163047,IL
62997,US,37.981952,-89.501336,IL
62998,US,37.529236,-89.444043,IL
62999,US,37.896685,-89.049144,IL
63673,US,37.909816,-89.91881,IL
46001,US,40.251808,-85.661461,IN
46011,US,40.125794,-85.764125,IN
46012,US,40.150329,-85.626645,IN
46013,US,40.050592,-85.679014,IN
46014,US,40.100219,-85.71111,IN
46015,US,40.106111,-85.678296,IN
46016,US,40.097596,-85.680767,IN
46017,US,40.074898,-85.607516,IN
46018,US,40.100219,-85.71111,IN
46030,US,40.17297,-86.016143,IN
46031,US,40.209786,-86.017309,IN
46032,US,39.965816,-86.170985,IN
46033,US,39.979045,-86.085636,IN
46034,US,40.134931,-86.03474,IN
46035,US,40.189023,-86.668835,IN
46036,US,40.297022,-85.832715,IN
46037,US,39.960374,-85.944614,IN
46038,US,39.966984,-86.018126,IN
46039,US,40.368747,-86.310701,IN
46040,US,39.924714,-85.831403,IN
46041,US,40.297907,-86.487412,IN
46044,US,40.209141,-85.79029,IN
46045,US,40.281861,-86.150962,IN
46047,US,40.284721,-85.956611,IN
46048,US,39.955204,-85.804629,IN
46049,US,40.297738,-86.218751,IN
46050,US,40.204636,-86.346251,IN
46051,US,40.060369,-85.836437,IN
46052,US,40.043953,-86.460157,IN
46055,US,39.886978,-85.903158,IN
46056,US,39.977503,-85.611007,IN
46057,US,40.338171,-86.373295,IN
46058,US,40.358686,-86.644361,IN
46060,US,40.064374,-85.932023,IN
46061,US,40.039366,-85.999924,IN
46062,US,40.059996,-86.054824,IN
46063,US,40.277991,-85.694626,IN
46064,US,39.984555,-85.74944,IN
46065,US,40.425298,-86.620424,IN
46067,US,40.416671,-86.51522,IN
46068,US,40.37486,-86.115439,IN
46069,US,40.137417,-86.229652,IN
46070,US,40.344768,-85.656989,IN
46071,US,40.120292,-86.611525,IN
46072,US,40.284238,-86.068759,IN
46074,US,40.037795,-86.173604,IN
46075,US,40.0265,-86.33617,IN
46076,US,40.362521,-85.93684,IN
46077,US,39.980427,-86.284031,IN
46082,US,39.959002,-86.12424,IN
46085,US,39.956961,-86.018972,IN
46102,US,39.995711,-86.619834,IN
46103,US,39.689102,-86.613529,IN
46104,US,39.665101,-85.593482,IN
46105,US,39.759303,-86.812436,IN
46106,US,39.510931,-86.199985,IN
46107,US,39.716809,-86.091278,IN
46110,US,39.562025,-85.920492,IN
46111,US,39.567594,-86.374564,IN
46112,US,39.864094,-86.3825,IN
46113,US,39.63568,-86.307192,IN
46115,US,39.742675,-85.563373,IN
46117,US,39.816111,-85.61548,IN
46118,US,39.652438,-86.52233,IN
46120,US,39.521666,-86.782539,IN
46121,US,39.677537,-86.667754,IN
46122,US,39.771784,-86.551082,IN
46123,US,39.763897,-86.401683,IN
46124,US,39.373042,-85.932566,IN
46125,US,39.521264,-86.64142,IN
46126,US,39.619421,-85.891478,IN
46127,US,39.725641,-85.320679,IN
46128,US,39.65432,-86.744032,IN
46129,US,39.705591,-85.821481,IN
46130,US,39.672833,-85.835905,IN
46131,US,39.47456,-86.046994,IN
46133,US,39.593478,-85.30583,IN
46135,US,39.658849,-86.888748,IN
46140,US,39.801306,-85.766903,IN
46142,US,39.617654,-86.184117,IN
46143,US,39.595608,-86.099305,IN
46144,US,39.660616,-85.649281,IN
46146,US,39.576204,-85.579456,IN
46147,US,39.973264,-86.628792,IN
46148,US,39.806141,-85.509043,IN
46149,US,39.883761,-86.558017,IN
46150,US,39.542459,-85.59968,IN
46151,US,39.447446,-86.430571,IN
46154,US,39.856484,-85.770118,IN
46155,US,39.743567,-85.429783,IN
46156,US,39.484384,-85.48108,IN
46157,US,39.558443,-86.526132,IN
46158,US,39.585842,-86.374062,IN
46160,US,39.347069,-86.274731,IN
46161,US,39.671282,-85.69441,IN
46162,US,39.551097,-85.951483,IN
46163,US,39.726206,-85.901073,IN
46164,US,39.321672,-86.105545,IN
46165,US,39.857273,-86.646824,IN
46166,US,39.425055,-86.587675,IN
46167,US,39.879393,-86.468071,IN
46168,US,39.690102,-86.398182,IN
46170,US,39.574522,-86.865623,IN
46171,US,39.531581,-86.962262,IN
46172,US,39.82426,-86.812138,IN
46173,US,39.603231,-85.431166,IN
46175,US,39.824082,-86.971896,IN
46176,US,39.526519,-85.777666,IN
46180,US,39.600149,-86.614888,IN
46181,US,39.382855,-86.163227,IN
46182,US,39.458713,-85.672042,IN
46183,US,39.654177,-86.280215,IN
46184,US,39.560041,-86.071729,IN
46186,US,39.893669,-85.641011,IN
46201,US,39.774632,-86.109342,IN
46202,US,39.783539,-86.163647,IN
46203,US,39.736809,-86.094924,IN
46204,US,39.77141,-86.156467,IN
46205,US,39.827928,-86.135398,IN
46206,US,39.761237,-86.161036,IN
46207,US,39.761237,-86.161036,IN
46208,US,39.822986,-86.172719,IN
46209,US,39.761498,-86.160589,IN
46211,US,39.891725,-86.256555,IN
46214,US,39.792362,-86.29018,IN
46216,US,39.861721,-86.01416,IN
46217,US,39.673311,-86.193119,IN
46218,US,39.80721,-86.099468,IN
46219,US,39.782876,-86.044069,IN
46220,US,39.867336,-86.108095,IN
46221,US,39.690424,-86.238415,IN
46222,US,39.790519,-86.213901,IN
46223,US,0,0,IN
46224,US,39.795894,-86.255121,IN
46225,US,39.742177,-86.162832,IN
46226,US,39.837473,-86.05219,IN
46227,US,39.676269,-86.131435,IN
46228,US,39.848641,-86.200277,IN
46229,US,39.786685,-85.975723,IN
46230,US,39.868705,-86.144503,IN
46231,US,39.718803,-86.32728,IN
46234,US,39.80929,-86.329448,IN
46235,US,39.836787,-85.977367,IN
46236,US,39.890854,-85.968239,IN
46237,US,39.672495,-86.075648,IN
46239,US,39.724179,-85.999335,IN
46240,US,39.90653,-86.12449,IN
46241,US,39.724491,-86.269627,IN
46242,US,39.727353,-86.254857,IN
46244,US,39.773521,-86.158111,IN
46247,US,39.679423,-86.131615,IN
46249,US,39.855214,-86.01345,IN
46250,US,39.905689,-86.068792,IN
46251,US,39.727158,-86.267346,IN
46253,US,39.828167,-86.272167,IN
46254,US,39.845217,-86.263434,IN
46255,US,39.76689,-86.160318,IN
46256,US,39.904544,-86.011462,IN
46259,US,39.654375,-85.990232,IN
46260,US,39.896885,-86.180061,IN
46262,US,39.768093,-86.156073,IN
46266,US,39.767448,-86.162445,IN
46268,US,39.896926,-86.2316,IN
46274,US,39.891725,-86.256555,IN
46275,US,39.891725,-86.256555,IN
46277,US,39.766769,-86.150333,IN
46278,US,39.890809,-86.2954,IN
46280,US,39.937076,-86.139373,IN
46282,US,39.770707,-86.160654,IN
46283,US,39.761237,-86.161036,IN
46285,US,39.744049,-86.187283,IN
46290,US,39.933987,-86.163228,IN
46291,US,39.81098,-86.053815,IN
46295,US,39.761237,-86.161036,IN
46296,US,39.761235,-86.161273,IN
46298,US,39.914972,-86.226233,IN
46301,US,41.653808,-87.033237,IN
46302,US,41.354347,-87.13238,IN
46303,US,41.375474,-87.470366,IN
46304,US,41.613446,-87.047011,IN
46307,US,41.402107,-87.328225,IN
46308,US,41.42083,-87.363147,IN
46310,US,41.182617,-87.240574,IN
46311,US,41.464747,-87.508957,IN
46312,US,41.645626,-87.454354,IN
46319,US,41.521155,-87.422269,IN
46320,US,41.606654,-87.497183,IN
46321,US,41.546862,-87.503837,IN
46322,US,41.548311,-87.458711,IN
46323,US,41.588382,-87.453397,IN
46324,US,41.582967,-87.501567,IN
46325,US,41.613835,-87.513303,IN
46327,US,41.636923,-87.509733,IN
46340,US,41.390543,-86.761441,IN
46341,US,41.308894,-87.219015,IN
46342,US,41.519031,-87.242521,IN
46345,US,41.523945,-86.701304,IN
46346,US,41.478608,-86.693194,IN
46347,US,41.300755,-87.005447,IN
46348,US,41.307127,-86.852706,IN
46349,US,41.116941,-87.427965,IN
46350,US,41.606998,-86.723707,IN
46352,US,41.608873,-86.725297,IN
46355,US,41.360999,-87.271952,IN
46356,US,41.25351,-87.423624,IN
46360,US,41.686607,-86.87246,IN
46361,US,41.718976,-86.904212,IN
46365,US,41.609123,-86.537536,IN
46366,US,41.211701,-86.768423,IN
46368,US,41.585778,-87.179123,IN
46371,US,41.680118,-86.602649,IN
46372,US,41.142534,-87.313066,IN
46373,US,41.448125,-87.477929,IN
46374,US,41.208601,-86.889317,IN
46375,US,41.490051,-87.452224,IN
46376,US,41.185817,-87.448065,IN
46377,US,41.192753,-87.347703,IN
46379,US,41.166591,-87.439103,IN
46380,US,41.195205,-86.968641,IN
46381,US,41.013609,-87.333509,IN
46382,US,41.470049,-86.771412,IN
46383,US,41.456377,-87.001995,IN
46384,US,41.493925,-87.056126,IN
46385,US,41.460812,-87.125557,IN
46390,US,41.41167,-86.878545,IN
46391,US,41.544238,-86.91137,IN
46392,US,41.181328,-87.043602,IN
46393,US,41.512038,-87.179484,IN
46394,US,41.675432,-87.493048,IN
46401,US,41.586997,-87.320198,IN
46402,US,41.611666,-87.339564,IN
46403,US,41.606904,-87.253397,IN
46404,US,41.583391,-87.375005,IN
46405,US,41.57427,-87.264267,IN
46406,US,41.599065,-87.412617,IN
46407,US,41.577344,-87.330558,IN
46408,US,41.544842,-87.370348,IN
46409,US,41.547393,-87.325024,IN
46410,US,41.482568,-87.333392,IN
46411,US,41.473408,-87.331313,IN
46501,US,41.224469,-86.249196,IN
46502,US,41.259686,-85.977066,IN
46504,US,41.302994,-86.112953,IN
46506,US,41.463951,-86.171069,IN
46507,US,41.719673,-85.816373,IN
46508,US,41.154893,-85.968683,IN
46510,US,41.118942,-85.862939,IN
46511,US,41.218725,-86.428766,IN
46513,US,41.361999,-86.44433,IN
46514,US,41.72347,-85.976228,IN
46515,US,41.682142,-85.970949,IN
46516,US,41.675498,-85.947211,IN
46517,US,41.622219,-85.997838,IN
46524,US,41.297058,-86.023803,IN
46526,US,41.552171,-85.878235,IN
46527,US,41.588994,-85.839795,IN
46528,US,41.605841,-85.786067,IN
46530,US,41.739536,-86.129572,IN
46531,US,41.351776,-86.514377,IN
46532,US,41.420338,-86.619173,IN
46534,US,41.284842,-86.621108,IN
46536,US,41.51813,-86.285487,IN
46537,US,41.45874,-86.308143,IN
46538,US,41.326691,-85.834585,IN
46539,US,41.166914,-86.019733,IN
46540,US,41.675496,-85.701873,IN
46542,US,41.391805,-85.873717,IN
46543,US,41.529656,-85.67722,IN
46544,US,41.618612,-86.133988,IN
46545,US,41.692858,-86.145811,IN
46546,US,41.659977,-86.180313,IN
46550,US,41.443228,-85.999738,IN
46552,US,41.705359,-86.48562,IN
46553,US,41.48033,-85.851876,IN
46554,US,41.559901,-86.416907,IN
46555,US,41.326981,-85.686281,IN
46556,US,41.703271,-86.246701,IN
46561,US,41.668758,-86.07677,IN
46562,US,41.211208,-85.698312,IN
46563,US,41.355584,-86.327066,IN
46565,US,41.68941,-85.588166,IN
46567,US,41.411822,-85.729061,IN
46570,US,41.205654,-86.120979,IN
46571,US,41.570004,-85.548582,IN
46572,US,41.409915,-86.402404,IN
46573,US,41.538757,-86.055139,IN
46574,US,41.475717,-86.49279,IN
46580,US,41.208257,-85.87208,IN
46581,US,41.237216,-85.860037,IN
46582,US,41.282378,-85.852539,IN
46590,US,41.21682,-85.810822,IN
46595,US,41.525418,-86.167892,IN
46601,US,41.669949,-86.252959,IN
46613,US,41.655167,-86.254162,IN
46614,US,41.602882,-86.276847,IN
46615,US,41.674747,-86.21149,IN
46616,US,41.696934,-86.266115,IN
46617,US,41.685051,-86.235707,IN
46619,US,41.659507,-86.3533,IN
46624,US,41.671615,-86.249505,IN
46626,US,41.677425,-86.25223,IN
46628,US,41.721425,-86.337196,IN
46634,US,41.671615,-86.249505,IN
46635,US,41.714636,-86.207442,IN
46637,US,41.733454,-86.242279,IN
46660,US,41.694313,-86.213789,IN
46680,US,41.633727,-86.251999,IN
46699,US,0,0,IN
46701,US,41.357079,-85.425647,IN
46702,US,40.835873,-85.616286,IN
46703,US,41.652205,-85.012448,IN
46704,US,41.103813,-85.306207,IN
46705,US,41.520806,-85.054729,IN
46706,US,41.341153,-85.038745,IN
46710,US,41.352396,-85.248437,IN
46711,US,40.665737,-84.925019,IN
46713,US,40.944039,-85.61702,IN
46714,US,40.718332,-85.174484,IN
46721,US,41.425296,-84.874302,IN
46723,US,41.237433,-85.326804,IN
46725,US,41.148459,-85.474316,IN
46730,US,41.457758,-85.154111,IN
46731,US,40.798109,-85.101813,IN
46732,US,41.379751,-85.623694,IN
46733,US,40.829006,-84.939294,IN
46737,US,41.721668,-84.921914,IN
46738,US,41.328708,-85.138819,IN
46740,US,40.603209,-84.955152,IN
46741,US,41.210002,-84.950649,IN
46742,US,41.552236,-84.878102,IN
46743,US,41.215121,-84.852547,IN
46745,US,40.947598,-85.009606,IN
46746,US,41.721533,-85.352134,IN
46747,US,41.560313,-85.188814,IN
46748,US,41.249952,-85.162524,IN
46750,US,40.869018,-85.486207,IN
46755,US,41.4523,-85.274588,IN
46759,US,40.596829,-85.175314,IN
46760,US,41.344335,-85.55275,IN
46761,US,41.637576,-85.371132,IN
46763,US,41.292959,-85.228838,IN
46764,US,41.21444,-85.624018,IN
46765,US,41.233801,-85.040617,IN
46766,US,40.706957,-85.294343,IN
46767,US,41.466516,-85.575392,IN
46769,US,40.645309,-85.032906,IN
46770,US,40.858465,-85.305767,IN
46771,US,41.685727,-85.279705,IN
46772,US,40.721183,-84.911424,IN
46773,US,40.983037,-84.878291,IN
46774,US,41.091785,-84.967007,IN
46776,US,41.72915,-85.161013,IN
46777,US,40.87211,-85.15591,IN
46778,US,40.610931,-85.152177,IN
46779,US,41.575817,-85.040232,IN
46780,US,40.777819,-84.842122,IN
46781,US,40.637115,-85.269143,IN
46782,US,40.831925,-85.014439,IN
46783,US,40.973059,-85.353901,IN
46784,US,41.502592,-85.389048,IN
46785,US,41.321134,-84.880049,IN
46786,US,41.531291,-85.271868,IN
46787,US,41.065173,-85.620728,IN
46788,US,41.271924,-84.914614,IN
46789,US,41.582097,-85.199156,IN
46791,US,40.836931,-85.251058,IN
46792,US,40.687242,-85.442183,IN
46793,US,41.460778,-85.019373,IN
46794,US,41.465229,-85.457057,IN
46795,US,41.558516,-85.328507,IN
46796,US,41.333832,-85.493153,IN
46797,US,41.123073,-84.857368,IN
46798,US,40.943975,-85.229732,IN
46799,US,40.917019,-85.280753,IN
46801,US,41.071916,-85.13651,IN
46802,US,41.067709,-85.162849,IN
46803,US,41.069981,-85.084386,IN
46804,US,41.052273,-85.241413,IN
46805,US,41.09864,-85.117209,IN
46806,US,41.04569,-85.090749,IN
46807,US,41.044835,-85.147859,IN
46808,US,41.09974,-85.174428,IN
46809,US,41.002069,-85.208115,IN
46814,US,41.048489,-85.306297,IN
46815,US,41.102518,-85.063009,IN
46816,US,41.000796,-85.043811,IN
46818,US,41.148867,-85.249617,IN
46819,US,40.965243,-85.134301,IN
46825,US,41.153437,-85.124618,IN
46835,US,41.150333,-85.048374,IN
46845,US,41.205271,-85.107729,IN
46850,US,41.071916,-85.13651,IN
46851,US,41.071916,-85.13651,IN
46852,US,41.071916,-85.13651,IN
46853,US,41.071916,-85.13651,IN
46854,US,41.071916,-85.13651,IN
46855,US,41.071916,-85.13651,IN
46856,US,41.071916,-85.13651,IN
46857,US,41.071916,-85.13651,IN
46858,US,41.071916,-85.13651,IN
46859,US,41.071916,-85.13651,IN
46860,US,41.071916,-85.13651,IN
46861,US,41.071916,-85.13651,IN
46862,US,41.071916,-85.13651,IN
46863,US,41.071916,-85.13651,IN
46864,US,41.071916,-85.13651,IN
46865,US,41.071916,-85.13651,IN
46866,US,41.071916,-85.13651,IN
46867,US,41.071916,-85.13651,IN
46868,US,41.071916,-85.13651,IN
46869,US,41.071916,-85.13651,IN
46885,US,41.120386,-85.064195,IN
46895,US,41.105832,-85.114387,IN
46896,US,41.049502,-85.095053,IN
46897,US,41.028893,-85.166879,IN
46898,US,41.111466,-85.174468,IN
46899,US,41.018286,-85.171618,IN
46901,US,40.524874,-86.16567,IN
46902,US,40.437288,-86.095151,IN
46903,US,40.454683,-86.136502,IN
46904,US,40.454683,-86.136502,IN
46910,US,41.049616,-86.04005,IN
46911,US,40.628246,-85.943716,IN
46912,US,41.05425,-86.125837,IN
46913,US,40.502526,-86.489143,IN
46914,US,40.626885,-86.097137,IN
46915,US,40.479331,-86.395009,IN
46916,US,40.677649,-86.507389,IN
46917,US,40.616819,-86.472843,IN
46919,US,40.592098,-85.865188,IN
46920,US,40.464314,-86.490857,IN
46921,US,40.910674,-86.100913,IN
46922,US,41.146201,-86.43268,IN
46923,US,40.603713,-86.645957,IN
46926,US,40.884288,-86.047666,IN
46928,US,40.410179,-85.692414,IN
46929,US,40.545479,-86.468523,IN
46930,US,40.408093,-85.574504,IN
46931,US,40.947303,-86.262851,IN
46932,US,40.598361,-86.264798,IN
46933,US,40.480282,-85.590553,IN
46935,US,0,0,IN
46936,US,40.485015,-85.934338,IN
46937,US,40.419907,-86.041202,IN
46938,US,40.453237,-85.671554,IN
46939,US,40.994973,-86.400664,IN
46940,US,40.687264,-85.696973,IN
46941,US,40.826933,-85.696251,IN
46942,US,40.764687,-86.542125,IN
46943,US,40.97496,-85.835688,IN
46945,US,41.122477,-86.385759,IN
46946,US,40.999109,-85.769911,IN
46947,US,40.75953,-86.3704,IN
46950,US,40.881683,-86.367804,IN
46951,US,40.95078,-86.079873,IN
46952,US,40.598531,-85.632737,IN
46953,US,40.521277,-85.632455,IN
46957,US,40.388479,-85.499014,IN
46958,US,40.82224,-86.115536,IN
46959,US,40.614094,-86.106456,IN
46960,US,41.15211,-86.522637,IN
46961,US,40.764412,-86.193732,IN
46962,US,40.983845,-85.764956,IN
46965,US,40.419265,-86.102987,IN
46967,US,40.694839,-86.194833,IN
46968,US,41.17469,-86.553009,IN
46970,US,40.757418,-86.060041,IN
46971,US,40.751545,-86.067942,IN
46974,US,40.950247,-85.901036,IN
46975,US,41.070661,-86.248441,IN
46977,US,40.642265,-86.575016,IN
46978,US,40.857073,-86.512226,IN
46979,US,40.427885,-86.28068,IN
46980,US,40.95637,-85.74054,IN
46982,US,41.058637,-85.888641,IN
46984,US,40.669004,-85.827125,IN
46985,US,40.954794,-86.579993,IN
46986,US,40.49727,-85.821128,IN
46987,US,40.571065,-85.765891,IN
46988,US,40.877354,-86.236982,IN
46989,US,40.445305,-85.48753,IN
46990,US,40.901099,-85.726766,IN
46991,US,40.63059,-85.504899,IN
46992,US,40.783318,-85.827465,IN
46994,US,40.667988,-86.254141,IN
46995,US,40.439421,-86.217243,IN
46996,US,41.06378,-86.664945,IN
46998,US,40.568589,-86.351241,IN
47001,US,39.060661,-84.958779,IN
47003,US,39.543528,-84.839957,IN
47006,US,39.288718,-85.215688,IN
47010,US,39.493358,-84.835867,IN
47011,US,38.873681,-85.083604,IN
47012,US,39.415444,-84.97889,IN
47016,US,39.380178,-84.891672,IN
47017,US,38.940953,-85.183876,IN
